7487	6.981415	1.031317	2
1521	6.042583	0.025313	2
5377	0.000000	1.647277	2
25424	7.123069	0.640556	3
38572	4.060999	1.139240	1
26371	9.425320	0.208929	3
75784	14.827997	0.399890	1
8861	8.311168	1.335487	2
3820	4.667922	0.165687	2
28427	11.972623	0.820042	3
45221	12.182680	1.141452	3
69251	7.596809	1.332442	1
39727	12.928634	1.459571	3
31559	12.175929	0.272366	3
44571	0.721760	1.253228	1
31953	8.789544	0.973020	3
10793	3.623349	0.787185	2
37709	10.799317	0.704109	3
4314	2.342722	1.328320	2
68787	9.904138	1.350709	1
63418	8.806442	0.282976	1
40674	11.348841	1.378433	3
0	5.520739	1.043737	2
7250	4.973565	0.707061	2
4221	4.943648	0.579906	2
61045	8.419904	1.576494	1
25472	3.911235	0.858999	1
515	3.692403	0.061359	2
5616	1.636617	0.782166	2
15897	4.750256	1.328561	2
3931	3.123429	0.091286	2
5706	0.000000	1.660253	2
72494	12.465319	1.577312	1
34731	3.348776	1.572285	1
12872	1.536673	1.274131	2
27005	5.401785	0.870068	1
29942	13.740463	0.611484	3
10068	1.034075	1.627023	2
11924	4.591894	0.811196	2
53442	8.114364	0.768814	3
10211	0.000000	0.440941	2
30251	2.433591	0.286253	1
37625	0.714758	1.417679	1
65097	4.255955	0.154942	1
17860	9.585151	1.466855	3
55930	3.092317	0.479729	1
29980	4.474256	1.309870	1
29159	1.186771	1.489226	1
67954	7.336457	0.698191	1
81568	11.451647	1.253220	1
37256	9.319495	0.229151	3
14109	5.139823	1.154292	2
43480	2.515464	0.830750	1
48949	2.332220	0.745384	1
5052	4.030076	0.958660	2
58038	7.180470	0.636369	3
45725	6.045444	0.081763	3
77794	17.788127	0.269641	1
10444	0.000000	1.291549	2
40057	10.786279	0.538351	3
48054	2.520129	1.612616	1
1391	3.122981	0.084009	2
40488	9.246847	0.418666	3
41406	3.480003	0.306341	1
31023	12.498527	1.233585	3
10456	2.823059	0.520162	2
39057	1.774087	1.256560	1
15384	0.000000	0.756533	2
35806	11.243164	1.163842	3
6459	0.000000	0.973830	2
37388	2.623348	1.663219	1
8694	1.707804	0.609850	2
45834	7.809889	0.333178	3
26305	11.402699	0.310590	3
11923	2.571245	0.519311	2
79904	16.005396	0.425117	1
45813	13.260453	1.270046	3
6397	0.621931	1.393731	2
6330	4.969664	0.350497	2
77750	10.651782	0.485023	1
13346	5.283421	1.194608	2
23830	10.391400	0.391549	3
14118	2.418548	0.459345	2
41325	8.170446	0.763169	3
38312	10.366717	1.101791	3
26281	10.381137	0.035322	3
39857	10.990248	1.116350	3
38111	5.227318	1.334316	1
26250	13.171810	0.386475	3
12032	1.254172	0.870499	2
48319	7.953827	0.399090	3
8492	2.397945	1.477602	2
46745	7.282228	0.954216	3
79735	11.866999	1.027187	1
14030	8.503218	1.350795	2
7474	5.323441	0.151884	2
48316	0.577091	0.189794	1
45764	2.523248	1.361313	1
8513	3.767249	0.928591	2
73737	8.889760	0.682376	1
39679	9.474351	0.371505	3
58350	5.156664	0.849784	1
44668	0.692132	1.331165	1
9142	0.363605	1.312369	2
15419	6.778238	1.235684	2
24638	4.323393	1.485072	1
11423	0.000000	0.438788	2
34668	10.732618	1.553921	3
36277	9.543177	0.758540	3
13129	4.049656	1.567564	2
9147	10.875442	0.019657	3
74765	14.799189	0.374362	1
24005	8.094082	1.194012	3
19586	6.268800	1.151143	3
65977	0.000000	1.329558	1
47808	2.819608	1.439801	1
83206	17.871440	0.475685	1
72865	8.137827	0.907826	1
47792	11.164626	1.537498	3
27762	0.000000	0.135409	1
11502	3.837120	1.381980	2
22950	1.401796	0.322631	1
77848	13.243774	1.159515	1
40360	3.526999	0.610347	1
14334	6.540598	1.567582	2
31483	11.508475	0.779406	3
63721	6.421645	0.410237	1
59998	9.549649	0.057547	1
38724	3.209650	1.595463	1
0	4.715377	0.856882	2
71018	8.526255	0.601171	1
67767	10.463547	0.235484	1
34674	5.038259	1.670975	1
48086	12.849248	0.463490	3
27630	4.879433	1.681881	1
60003	5.177206	0.231484	1
33408	8.311469	1.530932	3
6221	3.609742	1.359604	2
37322	8.717798	0.562650	3
32209	8.355898	0.108345	3
9931	1.587235	1.032087	2
5860	2.206521	0.630193	2
35893	6.547712	0.478276	1
48006	10.315937	1.102802	3
15384	3.603534	1.301886	2
7476	0.000000	1.526667	2
6223	1.178498	0.352910	2
69148	8.801469	1.156379	1
9137	1.940004	0.543223	2
38361	8.337222	0.096483	3
35882	11.469883	1.530228	3
42959	11.202640	0.561165	3
45967	9.682398	1.558849	3
6442	9.390979	0.269314	2
78480	15.934098	0.988973	1
15739	1.222070	1.461618	2
35447	10.940706	0.907931	3
20207	10.314601	1.466560	3
10133	0.182834	0.320781	2
67838	9.720849	1.678741	1
35523	11.636999	0.814562	3
7554	0.699802	1.269645	2
57249	11.751649	1.383063	3
33920	10.906542	1.618825	3
37673	9.827974	0.442078	3
34327	14.137438	0.953873	3
35033	3.488259	0.371929	1
20033	15.325955	0.982666	3
8461	6.198015	0.386887	2
37315	12.931744	0.526108	3
42784	9.723671	0.595411	3
66385	15.905341	0.732855	1
40168	9.254040	1.326917	3
2994	4.406491	1.194278	2
68742	12.237894	1.637061	1
70856	4.944929	1.188817	1
31464	5.078110	0.332208	1
8221	2.473270	1.181139	2
64450	10.578738	0.820271	1
53737	2.664195	1.151010	1
35984	4.952665	1.280207	1
33955	13.993913	0.987970	3
77898	16.292703	0.867561	1
22737	4.556593	0.870928	1
43624	9.001444	1.467190	3
47987	7.919726	0.746057	3
34516	7.619805	0.803269	3
11006	7.479324	0.374156	2
42615	3.964961	0.732233	1
37957	8.302467	0.288802	3
36154	10.674044	0.688562	3
69282	5.919484	1.509199	1
31764	5.564686	0.281239	1
5439	3.082537	1.304572	2
15613	0.853893	0.250699	2
11001	6.249669	1.495185	2
49415	11.940306	1.588024	3
8765	4.941118	0.993528	2
51825	2.767790	0.707783	1
8927	3.498054	0.445940	2
27556	11.683925	0.048397	3
10056	5.210533	0.657300	2
71028	6.177152	0.650024	1
7996	1.574366	0.508197	2
24067	4.142915	0.886591	1
47497	1.932107	0.626473	1
11508	5.773861	0.643031	2
21426	9.186867	0.329977	3
37091	13.060645	1.335340	3
32410	8.677457	0.696670	3
45641	5.836985	1.437680	3
25969	9.206846	0.877294	3
7934	3.857803	1.594728	2
87545	14.613086	0.703274	1
3686	5.262321	1.101374	2
57185	1.122118	1.355440	1
37899	7.356512	1.680710	3
40730	10.501877	1.215116	3
82257	12.857728	1.554928	1
33270	13.477233	1.580601	3
22470	11.290015	0.640146	3
47527	3.963853	1.019640	1
71364	9.293723	0.690849	1
22888	3.224359	1.398891	1
29317	11.284557	1.590864	3
34706	8.158215	1.149961	3
8647	4.810875	0.674792	2
45227	5.687723	1.679350	1
13445	0.000000	1.647809	2
50894	6.014410	1.035764	3
34537	10.916117	1.369184	3
21261	2.933464	0.103378	2
33641	11.431598	1.626836	3
41745	8.489461	0.354216	3
14561	7.688894	1.684517	2
74781	9.168904	1.302722	1
65443	8.451223	0.407365	1
42264	3.524862	1.660283	1
40916	3.057129	0.457126	1
20560	11.270534	0.074638	3
23619	9.626720	0.745336	3
31094	10.448963	0.921642	3
5391	8.454049	1.143484	2
45450	7.440282	0.970929	3
21840	6.623206	0.308922	3
28739	11.995790	1.099836	3
5272	3.184100	1.539618	2
32716	2.237308	1.038703	1
35106	10.532599	1.353355	3
13416	7.489881	0.665444	2
41979	6.599035	0.389028	1
42321	10.632319	1.262440	3
40119	2.399333	0.902583	1
41805	8.854242	1.034193	3
29946	11.233276	0.763733	3
72209	12.022946	0.683862	1
21629	4.573926	1.074094	2
76170	8.174052	0.789218	1
47422	10.564227	1.480624	3
51061	3.525337	0.241284	3
71314	6.296487	1.089107	1
43818	10.302781	1.010187	3
35360	6.721790	1.175260	3
5750	0.000000	0.006103	2
5109	5.013863	0.315719	2
38071	0.000000	0.181672	1
48317	4.897344	0.486856	1
49862	3.870531	0.612216	1
67108	3.478938	0.126116	1
13100	0.000000	0.134528	2
19078	9.652806	0.933346	3
53502	2.523818	0.544581	1
36665	8.128606	1.370466	3
42034	10.338219	0.308775	3
5222	6.098251	1.344842	2
62771	8.913731	0.548772	3
41261	12.054186	1.424492	3
33590	11.048097	1.194247	3
67617	6.092577	1.413388	1
38079	10.394932	0.410803	3
4064	7.888889	0.472669	2
16037	1.087135	0.923046	2
48462	1.705415	0.603700	1
6623	1.261159	1.671218	2
41253	10.843288	0.387156	3
35946	2.004499	0.639700	1
21362	3.705264	1.256740	2
77553	11.304471	1.681430	1
5746	1.779111	0.386276	2
23468	0.000000	1.650076	1
41770	8.302586	0.844242	3
14481	5.109851	1.573791	2
40866	9.380548	0.185913	3
10689	3.061984	0.141211	2
12269	6.017133	0.210012	2
58863	10.029995	0.567021	1
14757	0.756784	0.898417	2
71823	12.211157	1.283450	1
45145	9.807136	0.397382	3
12518	0.963515	0.880466	2
38859	7.843618	0.637323	3
65946	10.007098	1.057841	1
28327	11.948176	0.796232	3
43001	4.249495	0.206824	1
49316	0.831693	1.237504	1
36909	6.192742	0.470581	3
7683	0.000000	0.232714	2
29626	12.966948	0.704188	3
28346	4.840805	1.113788	1
12180	7.344516	1.414858	2
51886	1.208916	0.017807	1
15344	0.000000	0.642540	2
46616	4.340429	0.758729	1
36801	9.410754	1.183979	3
57223	4.430869	1.241024	1
72441	8.869959	0.994816	1
45174	5.863980	1.292818	1
24582	10.598290	0.986288	3
7247	2.099891	0.367748	2
31449	10.538498	1.428064	3
5692	2.470977	0.196927	2
28306	1.292803	0.853735	1
38696	7.331487	1.173324	3
18585	7.260537	0.456052	2
13477	4.470836	0.846633	2
40770	7.726751	1.325763	3
