8.494647	8.063090
7.260291	8.570050
9.241464	8.214691
8.149835	8.302594
8.762370	9.560274
8.758228	7.138595
8.949715	9.492056
9.904275	9.956993
9.308293	8.924669
8.234351	9.230504
8.160808	9.423341
8.875140	7.980191
8.906102	10.104743
8.971605	7.567354
9.636046	9.556478
11.543536	12.909250
8.325911	8.915637
9.035653	9.335888
10.204043	9.681335
10.075779	9.980293
8.544731	10.209457
8.810327	9.210200
8.676196	8.178865
9.893102	9.533133
9.359799	10.109838
10.110977	10.438288
9.597976	9.825421
9.660967	9.019801
8.216324	5.934094
9.864609	9.387986
7.997183	8.766532
9.549239	10.876776
9.149359	10.969587
10.861272	10.078600
10.296691	11.472960
10.262900	10.516352
10.893029	11.192068
9.982041	9.867355
7.344304	7.042167
9.951374	11.031002
8.552057	7.672991
8.789875	9.071992
7.833550	9.552556
10.395642	11.158555
9.920955	9.289236
8.489042	10.127091
9.718437	9.752745
8.277287	8.287223
9.364623	8.457317
9.167652	10.044545
8.930433	9.372380
8.710195	9.763731
8.578752	8.419399
9.815077	9.908646
10.058793	11.082229
9.003868	9.951423
7.309074	7.936871
7.954981	7.801656
10.910338	10.251660
9.184275	10.494461
11.016879	11.940190
8.684809	8.612370
9.823697	10.049783
8.175652	7.578796
9.111748	10.524799
8.301618	7.242864
9.579355	10.059670
9.831568	9.540006
8.004025	8.733791
8.582474	9.871029
8.469597	9.072834
8.836100	7.036546
10.455816	10.044082
9.331940	9.523624
8.765531	9.830245
8.984544	7.782319
6.550457	5.676383
8.839301	10.167393
9.266310	7.844448
9.445742	11.220401
8.711911	9.017372
8.938283	11.742221
8.548081	8.544703
9.969187	11.946639
9.405918	9.990126
9.586779	8.705058
9.132522	7.860117
7.605657	8.411543
8.077154	7.886034
8.613552	7.653384
8.410494	6.104077
8.119103	8.459120
10.542403	11.644256
8.631411	8.965113
7.782285	7.139715
6.939942	6.391601
7.344913	6.686914
9.107008	9.591322
9.820143	9.332933
8.678112	8.303212
8.248179	9.113354
9.510816	10.662162
6.314150	5.586828
8.292511	7.684771
7.721637	6.582566
9.267637	8.523689
