0.000098	-0.091742	1.000000
0.668508	-0.152694	-1.000000
-0.680006	0.624188	-1.000000
0.757201	-0.206076	-1.000000
-0.744540	0.351510	-1.000000
-0.183877	-0.218957	1.000000
0.802705	-0.026698	-1.000000
0.055377	-0.017134	1.000000
0.495480	0.458219	-1.000000
0.599204	-0.536851	-1.000000
0.835584	0.010742	-1.000000
-0.019648	0.111901	1.000000
-0.008416	-0.004551	1.000000
0.134962	-0.151948	1.000000
0.035390	0.089010	1.000000
-0.120922	0.864782	-1.000000
0.641681	-0.193246	-1.000000
-0.553229	0.143891	-1.000000
-0.291172	0.450483	-1.000000
-0.460617	0.329018	-1.000000
-0.197825	0.114047	1.000000
-0.312045	-0.333043	1.000000
-0.200650	-0.381765	1.000000
0.772335	0.575990	-1.000000
0.290684	0.483149	-1.000000
-0.378096	0.802985	-1.000000
0.805095	-0.490385	-1.000000
0.014772	-0.090452	1.000000
-0.030843	-0.013653	1.000000
0.036484	-0.288866	1.000000
0.028228	-0.125895	1.000000
0.433222	0.473409	-1.000000
-0.427225	0.309909	-1.000000
-0.136785	0.323919	1.000000
-0.316802	0.039659	1.000000
0.512674	0.361037	-1.000000
0.000978	-0.000683	1.000000
-0.033732	-0.028656	1.000000
-0.160346	0.152078	1.000000
-0.527776	-0.319985	-1.000000
-0.539350	-0.176961	-1.000000
-0.042542	0.000985	1.000000
-0.080249	0.811496	-1.000000
-0.177749	-0.351394	1.000000
-0.035955	-0.362112	1.000000
0.110794	0.609670	-1.000000
-0.157848	-0.451502	1.000000
-0.570210	-0.625952	-1.000000
0.484000	-0.839851	-1.000000
0.047318	0.426066	1.000000
-0.045979	-0.102138	1.000000
-0.658942	0.527445	-1.000000
0.391699	-0.214818	1.000000
0.368419	0.277396	1.000000
-0.065936	-0.028680	1.000000
0.465507	0.779990	-1.000000
0.267104	-0.410266	1.000000
0.373842	-0.800458	-1.000000
-0.093081	-0.125439	1.000000
0.953840	0.019015	-1.000000
-0.192919	-0.003056	1.000000
-0.094531	0.208903	1.000000
0.066394	-0.000405	1.000000
-0.823452	0.089343	-1.000000
0.022711	0.839478	-1.000000
0.297065	-0.461670	-1.000000
0.030575	-0.026061	1.000000
0.527936	0.795429	-1.000000
-0.049585	-0.017809	1.000000
0.520371	0.648996	-1.000000
0.230495	-0.031771	1.000000
0.316104	0.648610	-1.000000
-0.135567	0.688165	-1.000000
0.845940	0.476375	-1.000000
0.017837	-0.915853	-1.000000
0.171805	0.134650	1.000000
0.293245	-0.188954	1.000000
0.160737	0.983655	-1.000000
0.189099	-0.095736	1.000000
0.186112	0.343532	1.000000
0.644178	-0.369360	-1.000000
-0.084839	0.381871	1.000000
-0.149298	0.167421	1.000000
-0.190137	-0.092201	1.000000
0.626465	0.012692	-1.000000
-0.245785	-0.939553	-1.000000
0.371862	-0.041693	1.000000
0.382781	0.545904	-1.000000
0.244218	-0.192668	1.000000
-0.587803	-0.253338	-1.000000
-0.498767	-0.127205	-1.000000
0.542192	-0.018655	-1.000000
-0.413952	-0.601892	-1.000000
0.340149	0.414774	-1.000000
-0.330530	-0.407481	-1.000000
0.506847	-0.163286	-1.000000
-0.100108	-0.057945	1.000000
0.228437	0.574692	-1.000000
0.171471	-0.098339	1.000000
0.202191	-0.266950	1.000000
